id,merchant_offer_id,opened_time,closed_time,period_start,period_end,collection_time,status,repayment_status
038e68cf8185454baf336e686c462754,0ddf982d9c344c629d2a0aa757eb5885,05/10/2020 15:54,06/10/2020 12:30,04/10/2020 22:00,09/10/2020 22:00,10/10/2020 09:00,closed,ok
0452789d9da9496b81766fa759648576,def5fc4cf7f440f5896e4cd1370d59cb,23/09/2020 11:40,26/09/2020 08:50,22/09/2020 22:00,27/09/2020 22:00,28/09/2020 09:00,closed,ok
04b04100f7634b1f907e6d48bca0198f,120197a01e3343909748ede59791e9fa,25/10/2020 15:27,26/10/2020 06:50,24/10/2020 22:00,29/10/2020 22:00,30/10/2020 09:00,closed,ok
04d1f2e734914f6d8784b1bf611c0840,f45336500bdd4117998ac01ed65e940c,05/08/2020 12:10,10/08/2020 09:20,04/08/2020 22:00,09/08/2020 22:00,10/08/2020 09:00,closed,delinquent
04e26057eaa04a8c96ad96619c26b441,ace2f8648ef2438da753a779f6a125cb,27/08/2020 09:12,01/09/2020 08:40,26/08/2020 22:00,31/08/2020 22:00,01/09/2020 09:00,closed,ok
0552f7510aef4370978c4a6f83804cbc,de96e7a6ebcc47f79e6cfb9feec1eca3,14/11/2020 14:38,17/11/2020 15:10,13/11/2020 22:00,18/11/2020 22:00,19/11/2020 09:00,closed,ok
0572d54ab87c4ce39074cb66a39a5b62,109f7c6d83eb4f8e9ba85a17a0e4cd3f,28/09/2020 13:54,04/10/2020 07:20,27/09/2020 22:00,02/10/2020 22:00,03/10/2020 09:00,closed,delinquent
063f326dacda44b58bbf73173995d2b0,39324a488bf3455a90c9d3d58bdc24d5,06/10/2020 13:57,12/10/2020 11:00,05/10/2020 22:00,10/10/2020 22:00,11/10/2020 09:00,closed,default
0647118ad4f7478da6a20626b31759e2,d1c9b1313c694457bdfab01dbb8ffa94,31/08/2020 05:06,01/09/2020 07:40,30/08/2020 22:00,04/09/2020 22:00,05/09/2020 09:00,closed,ok
0662f91f21ce4dff804f2e8f270871c2,b87e85fea5764aa6966714155d47e4f5,06/11/2020 11:10,09/11/2020 06:01,05/11/2020 22:00,10/11/2020 22:00,11/11/2020 09:00,closed,ok
066809c8ed814737841bcb046cca578f,377c1587f47645af99eeb2883945e402,22/11/2020 09:43,26/11/2020 08:22,21/11/2020 22:00,26/11/2020 22:00,27/11/2020 09:00,closed,ok
06a28a2336e54e4e8ab33c6f12e7553e,0877c4af0d0547638b2ef93ae73a4f01,27/10/2020 14:14,01/11/2020 09:50,26/10/2020 22:00,31/10/2020 22:00,01/11/2020 09:00,closed,delinquent
06be4c17f89c4fedbb2e7ea2b08cb970,80ccdcc64fdb461a97a74c3b1e34858a,28/09/2020 12:46,29/09/2020 17:20,27/09/2020 22:00,02/10/2020 22:00,03/10/2020 09:00,closed,ok
06e008065ddc41d585f97e06ca09fcf8,21d5ac8e5a14476c814847352f565937,28/09/2020 10:35,30/09/2020 14:21,27/09/2020 22:00,02/10/2020 22:00,03/10/2020 09:00,closed,ok
06ff9fc340124d4ba8f9d9368bfdfb25,b40130e076314b268743ae8d9923e49e,31/07/2020 13:24,03/08/2020 06:00,30/07/2020 22:00,04/08/2020 22:00,05/08/2020 09:00,closed,ok
07072e5ddcdb4bbf8e969ae13d733045,120197a01e3343909748ede59791e9fa,19/11/2020 17:15,21/11/2020 07:50,18/11/2020 22:00,23/11/2020 22:00,24/11/2020 09:00,closed,ok
072bc884f4094901ab59694426d07882,f461a0c0ff6f44e694678ac3660e94f7,09/11/2020 10:47,14/11/2020 09:05,08/11/2020 22:00,13/11/2020 22:00,14/11/2020 09:00,closed,ok
07cb83cdc59e4edb8c939a4f9fc87cb7,42ac2fdb096b460c8c804f964edc85db,15/11/2020 11:17,22/11/2020 06:50,14/11/2020 22:00,19/11/2020 22:00,20/11/2020 09:00,closed,default
07e792d9eafb47a5b42cdcc3954effd2,4416973f2fe646519ed9625d6d9dc504,05/09/2020 12:12,07/09/2020 07:40,04/09/2020 22:00,09/09/2020 22:00,10/09/2020 09:00,closed,ok
090faefba3d84085ab83fb6cdc3d466d,32d37ea8c4f1426fb8a03c032a6fa401,31/07/2020 14:15,05/08/2020 10:20,30/07/2020 22:00,04/08/2020 22:00,05/08/2020 09:00,closed,delinquent
09c3b258c2014b859bc76697b5b0bf01,d3aaae5a369d48dd9cb6b0f3b50da4bb,20/11/2020 05:21,24/11/2020 10:20,19/11/2020 22:00,24/11/2020 22:00,25/11/2020 09:00,closed,ok
0aa16beedbf6445ba67bb29b8208f962,bb7436b368ad4dcfa63d18c71db12a8e,05/09/2020 02:31,10/09/2020 10:20,04/09/2020 22:00,09/09/2020 22:00,10/09/2020 09:00,closed,delinquent
0af567e6f5294dcda8b7f553c343e95c,de96e7a6ebcc47f79e6cfb9feec1eca3,26/10/2020 17:29,28/10/2020 13:20,25/10/2020 22:00,30/10/2020 22:00,31/10/2020 09:00,closed,ok
0b3a55017b8e4fb58009589f51a56cd5,a202fdc77a174637b1053b9436b30b32,16/09/2020 11:08,19/09/2020 07:40,15/09/2020 22:00,20/09/2020 22:00,21/09/2020 09:00,closed,ok
0b50f7af746945fe8928ee25dc10e161,03ecca1052e34910a863b7f60f4869ed,14/10/2020 16:03,19/10/2020 09:05,13/10/2020 22:00,18/10/2020 22:00,19/10/2020 09:00,closed,ok
0bb3e9c188d140edb97034335bd5e06b,d500a453c3d44c029a27d16b1b3fe2ff,08/10/2020 15:27,13/10/2020 09:40,07/10/2020 22:00,12/10/2020 22:00,13/10/2020 09:00,closed,delinquent
0bb6faae4f3349b594d23b6c39eea748,83227dc200bb48649b02ef0cda6bdab8,07/11/2020 14:52,08/11/2020 09:54,06/11/2020 22:00,11/11/2020 22:00,12/11/2020 09:00,closed,ok
0bd5b8b395394617a1dfafd68639b2fc,a702cb14f4c84557a2574aaba981c7ee,22/07/2020 10:53,24/07/2020 18:50,21/07/2020 22:00,26/07/2020 22:00,27/07/2020 09:00,closed,ok
0c3b1dbc2b334d33adfdf8189ced2500,936d28d066a047bcbba5d5229cc6fadf,08/11/2020 07:43,13/11/2020 09:51,07/11/2020 22:00,12/11/2020 22:00,13/11/2020 09:00,closed,delinquent
0c4534fe47dc4905ac00ed287f77446a,121b2fc0a6b2477e8369538b05913c1b,15/10/2020 05:17,20/10/2020 09:05,14/10/2020 22:00,19/10/2020 22:00,20/10/2020 09:00,closed,ok
0ca5218d617a4d8da3f06814d459da33,327ff4b31f9a4fdf9788b7ff5bdb127e,05/11/2020 07:34,10/11/2020 08:13,04/11/2020 22:00,09/11/2020 22:00,10/11/2020 09:00,closed,ok
0ca795570a834584bfc63f829ab363b4,8aa6d27f28504631a519a4995e6cf4b3,09/08/2020 11:50,14/08/2020 10:30,08/08/2020 22:00,13/08/2020 22:00,14/08/2020 09:00,closed,delinquent
0cb2c3f0b16d4bde8d2b3abfd38cf5e5,43fa419bc6e544768370f4337d2088fd,24/08/2020 08:45,29/08/2020 09:00,23/08/2020 22:00,28/08/2020 22:00,29/08/2020 09:00,closed,ok
0ce65bc343584b4a8430c27e9000ad89,b0c12c8c3a8b4c85a8d62f0d373d72b1,02/11/2020 15:32,09/11/2020 10:31,01/11/2020 22:00,06/11/2020 22:00,07/11/2020 09:00,closed,default
0d2c344c201a4245bab30e956039aa5e,022eef96dd304c29b9aa7bed515fdcc3,13/08/2020 08:45,14/08/2020 07:00,12/08/2020 22:00,17/08/2020 22:00,18/08/2020 09:00,closed,ok
0dd63687a4024c84aa481ab2f45716ca,bcba542b0737429892f7471f4fa10afd,20/10/2020 09:22,25/10/2020 09:59,19/10/2020 22:00,24/10/2020 22:00,25/10/2020 09:00,closed,delinquent
0dda62ae2dc945e4b92798a53ae8e227,92870c946573475e9d91551ffb567b2a,25/09/2020 17:26,29/09/2020 12:38,24/09/2020 22:00,29/09/2020 22:00,30/09/2020 09:00,closed,ok
0ddb3b86be114a4bbb8e2436ca069e30,776171d30e814b33b7a8c824fe78b2b6,14/11/2020 05:41,16/11/2020 07:31,13/11/2020 22:00,18/11/2020 22:00,19/11/2020 09:00,closed,ok
0de7bf501684488781e18fe88891fb19,8310fb1568fb4566ac2b7f5bddd4dba7,28/10/2020 17:13,02/11/2020 10:31,27/10/2020 22:00,01/11/2020 22:00,02/11/2020 09:00,closed,delinquent
0e12b85399644676aecfb809b4cf9a80,a4a9a73db25647bbb62ccfa2ec02239e,23/10/2020 08:55,29/10/2020 07:50,22/10/2020 22:00,27/10/2020 22:00,28/10/2020 09:00,closed,delinquent
0e9fbdf48d564a8f81764fa1a28ad0b4,3c8175903951452c8c0e730c4b76347b,07/11/2020 08:54,12/11/2020 09:05,06/11/2020 22:00,11/11/2020 22:00,12/11/2020 09:00,closed,ok
0f164767556a42ab8a63f6eea34297d4,d26e9224d3034b709d72d64dc8d21c23,15/10/2020 09:18,20/10/2020 09:05,14/10/2020 22:00,19/10/2020 22:00,20/10/2020 09:00,closed,ok
0f351eee95ba418bba388ec53c031821,c9dea43014eb469e9c1396af0c835e91,18/11/2020 14:41,19/11/2020 12:42,17/11/2020 22:00,22/11/2020 22:00,23/11/2020 09:00,closed,ok
0f4dca69050349a7bf8c4d625d8d3d85,5851654e0ab147959121ef0662b8e73f,12/08/2020 10:16,17/08/2020 09:05,11/08/2020 22:00,16/08/2020 22:00,17/08/2020 09:00,closed,ok
0f5a8cf6405144829b712084b086e3b5,249456cdf31b40b5bd68fd0af889a3db,03/10/2020 13:34,08/10/2020 08:00,02/10/2020 22:00,07/10/2020 22:00,08/10/2020 09:00,closed,ok
0fabbcef70284b3082339806717aa263,07b49d9ff4d04710a6eee8b8e3afb151,19/11/2020 12:23,21/11/2020 10:40,18/11/2020 22:00,23/11/2020 22:00,24/11/2020 09:00,closed,ok
0fe958003fe64b4dae3ddc212a970176,820f720bb8ab468fa4b4eaca639f6698,24/09/2020 06:32,30/09/2020 13:00,23/09/2020 22:00,28/09/2020 22:00,29/09/2020 09:00,closed,default
0ff9efa26b9049319e09449a38ffd1af,22135c646cad4966bbb7a5c74a602463,11/11/2020 08:51,15/11/2020 10:14,10/11/2020 22:00,15/11/2020 22:00,16/11/2020 09:00,closed,ok
1020689d74e6461fac882c18db30dcd4,c872a5e2cad14b3389b18b54d785f181,29/07/2020 15:13,31/07/2020 12:10,28/07/2020 22:00,02/08/2020 22:00,03/08/2020 09:00,closed,ok
1061606068d843a59276595b994847fd,52bd2f8b16624f92a8bab18d2eef18b4,22/09/2020 07:21,24/09/2020 08:00,21/09/2020 22:00,26/09/2020 22:00,27/09/2020 09:00,closed,ok
107395af68a3469aa85bd5b7204c091d,90e5cb25073f43a89a7dc129bf4076e5,26/07/2020 09:59,30/07/2020 11:30,25/07/2020 22:00,30/07/2020 22:00,31/07/2020 09:00,closed,ok
1083893831374056acb7835aec9b4884,92870c946573475e9d91551ffb567b2a,02/10/2020 17:11,04/10/2020 14:13,01/10/2020 22:00,06/10/2020 22:00,07/10/2020 09:00,closed,ok
1088682540df461498f94544b2bbb100,8b88b0b79c124020b3b43107271efc61,21/08/2020 17:19,21/08/2020 18:10,20/08/2020 22:00,25/08/2020 22:00,26/08/2020 09:00,closed,ok
10c2e95da1024122b8397a42bdf5c162,ba742ebadfdc482eb866f3c1e22faccd,10/10/2020 06:40,16/10/2020 09:10,09/10/2020 22:00,14/10/2020 22:00,15/10/2020 09:00,closed,default
10d27691527d4a369b48e094e549e460,a234ee127700430d88d1409ded1c94c6,09/11/2020 16:17,10/11/2020 07:33,08/11/2020 22:00,13/11/2020 22:00,14/11/2020 09:00,closed,ok
10e02ca2e77b4ca6b50d49df34e16a7c,189d6e51ffc84c8cb6acde359f112288,01/10/2020 17:23,03/10/2020 06:20,30/09/2020 22:00,05/10/2020 22:00,06/10/2020 09:00,closed,ok
1134d7d3c515451b92777aa854b8b6eb,859e8e8c673c4888b6206e89f8f30a99,04/11/2020 11:26,09/11/2020 10:21,03/11/2020 22:00,08/11/2020 22:00,09/11/2020 09:00,closed,delinquent
12421c0d7f6f460094d26f2892b981a0,180d9b2cdef14c83ab93bfbb5a247e73,11/08/2020 07:05,13/08/2020 10:50,10/08/2020 22:00,15/08/2020 22:00,16/08/2020 09:00,closed,ok
12526508c2004eccadd31676a67b51b5,8130008332504e46b03153764da4834b,25/10/2020 16:12,28/10/2020 06:40,24/10/2020 22:00,29/10/2020 22:00,30/10/2020 09:00,closed,ok
12797be97fd8488d9d7e5ca3d6746251,180d9b2cdef14c83ab93bfbb5a247e73,14/08/2020 09:54,17/08/2020 10:10,13/08/2020 22:00,18/08/2020 22:00,19/08/2020 09:00,closed,ok
12bdb68fb7634b55a1f3c976a53f1d6e,970325ce43064aae978f91c8ff6e9227,28/10/2020 16:33,31/10/2020 06:10,27/10/2020 22:00,01/11/2020 22:00,02/11/2020 09:00,closed,ok
12bf4351ed314b22b65657359550c9bc,b5e10858c287410d9bc5bd94e1efd19c,06/07/2020 10:24,12/07/2020 09:05,05/07/2020 22:00,10/07/2020 22:00,11/07/2020 09:00,closed,delinquent
12f08b175b9a488e907eac608bd4d3ba,aba9cbd014684b1cbb4fa0a8d5d8d613,17/07/2020 14:14,18/07/2020 13:04,16/07/2020 22:00,21/07/2020 22:00,22/07/2020 09:00,closed,ok
1314ab7d101842fd99df1ebeda9a92e4,9d2851456eb940c49b21324a84adc5d6,21/06/2020 05:50,22/06/2020 10:30,20/06/2020 22:00,25/06/2020 22:00,26/06/2020 09:00,closed,ok
132817cb50744b878ef189513ad2a007,1cb494e1821f46919ed0094a4e2a5435,11/09/2020 14:33,13/09/2020 16:16,10/09/2020 22:00,15/09/2020 22:00,16/09/2020 09:00,closed,ok
13daf66c837546e5ae73fcc38c2f2965,9e8f067d21634bf29237384db9bb4515,18/09/2020 14:29,21/09/2020 06:00,17/09/2020 22:00,22/09/2020 22:00,23/09/2020 09:00,closed,ok
13e48948b7cf4db5accaf035ab649e9e,377c1587f47645af99eeb2883945e402,26/11/2020 09:20,NULL,25/11/2020 22:00,30/11/2020 22:00,01/12/2020 09:00,open,ok
13e5b8d417f44774aadd5845e9ce61cc,6d328d2146da410880f9003b75b1cb16,11/07/2020 09:48,15/07/2020 14:10,10/07/2020 22:00,15/07/2020 22:00,16/07/2020 09:00,closed,ok
13f86c4737254c34ac8eadd9b4aa1ea5,28aa8b0f187844d2a30bab38f63db3ec,19/09/2020 06:36,24/09/2020 06:00,18/09/2020 22:00,23/09/2020 22:00,24/09/2020 09:00,closed,ok
143a855f8c1b4b858a5187c3ac1c7a31,7e2b69887ae149198aa8ffbcaa5193df,01/09/2020 12:23,04/09/2020 12:10,31/08/2020 22:00,05/09/2020 22:00,06/09/2020 09:00,closed,ok
153c1aab27714019a43b884a5de444eb,4d1e5900979442c199057bf2a97c82fe,22/11/2020 14:14,NULL,21/11/2020 22:00,26/11/2020 22:00,27/11/2020 09:00,open,ok
1542a12433e34db4b36a6b3db2651836,776171d30e814b33b7a8c824fe78b2b6,09/11/2020 13:33,11/11/2020 07:12,08/11/2020 22:00,13/11/2020 22:00,14/11/2020 09:00,closed,ok
154a31b7e06a4b3380f17ae33e2b0f7f,16436cc8ad5a4ccbad2015e3dadd888b,24/11/2020 09:29,24/11/2020 10:20,23/11/2020 22:00,28/11/2020 22:00,29/11/2020 09:00,closed,ok
1558f5d84f7d4a2f8fc43e8d8909ea84,22135c646cad4966bbb7a5c74a602463,15/11/2020 11:08,20/11/2020 08:20,14/11/2020 22:00,19/11/2020 22:00,20/11/2020 09:00,closed,ok
15a87a1baa324cc88cac123201aa103a,2a5c856c8e0f44239c09c2303bf5c575,07/11/2020 07:08,11/11/2020 17:31,06/11/2020 22:00,11/11/2020 22:00,12/11/2020 09:00,closed,ok
15e32eeeb64a4f7eb1d5580fb6424437,936d28d066a047bcbba5d5229cc6fadf,18/11/2020 07:50,24/11/2020 07:00,17/11/2020 22:00,22/11/2020 22:00,23/11/2020 09:00,closed,delinquent
15ec9e634bd64fb69d91341c8063cf79,e5978db4e2d745219f2a0ecc777f22e4,25/11/2020 08:04,NULL,24/11/2020 22:00,29/11/2020 22:00,30/11/2020 09:00,open,ok
15f2cc10abda40ec895d57ba067a5173,aba9cbd014684b1cbb4fa0a8d5d8d613,04/06/2020 10:20,08/06/2020 12:30,03/06/2020 22:00,08/06/2020 22:00,09/06/2020 09:00,closed,ok
15fe9a3c3d0a4c88b7d20d53fa14a9a5,0b98751f10d74bafac7780a7aba07020,19/10/2020 16:26,26/10/2020 15:50,18/10/2020 22:00,23/10/2020 22:00,24/10/2020 09:00,closed,default
1629be8a954c4d73b1eea3ea1eb117e6,93542c5584614c6aa1874e60bb565f9b,26/06/2020 13:07,27/06/2020 13:00,25/06/2020 22:00,30/06/2020 22:00,01/07/2020 09:00,closed,ok
16323d892fcd40c0b000842fa00c7dc4,5a7d1671faad4e9b875d351d2bf88b97,26/06/2020 09:56,29/06/2020 09:50,25/06/2020 22:00,30/06/2020 22:00,01/07/2020 09:00,closed,ok
163db246b28a423ba7edc94511667c11,4abcb1544c9445f38123a680868dfad3,29/09/2020 16:51,01/10/2020 09:30,28/09/2020 22:00,03/10/2020 22:00,04/10/2020 09:00,closed,ok
1695a1afa6e340b1a26f9c787e46f797,1f9ea56e04ff4759afa5047c4c32bf7c,20/10/2020 05:48,24/10/2020 11:40,19/10/2020 22:00,24/10/2020 22:00,25/10/2020 09:00,closed,ok
177538e25aed40b5a6279cc89ae22d43,03ecca1052e34910a863b7f60f4869ed,23/10/2020 12:24,26/10/2020 08:30,22/10/2020 22:00,27/10/2020 22:00,28/10/2020 09:00,closed,ok
1784ee9ed0b34e298f6a74d7a56305e4,0877c4af0d0547638b2ef93ae73a4f01,14/10/2020 07:24,19/10/2020 06:00,13/10/2020 22:00,18/10/2020 22:00,19/10/2020 09:00,closed,ok
17db8f495614477b9f6e288d185e7920,01f0f64fee9847f1ac455c85bc8bccae,14/10/2020 09:00,19/10/2020 08:20,13/10/2020 22:00,18/10/2020 22:00,19/10/2020 09:00,closed,ok
184630eab00b45f2a468a736da66d1d0,201f3fd415834675b04de21f8d1b8350,10/10/2020 16:49,15/10/2020 12:01,09/10/2020 22:00,14/10/2020 22:00,15/10/2020 09:00,closed,delinquent
1866a1b525d64591b5babb862d022198,ae34f4c9a4574121b4a738aa6baafd9e,01/09/2020 05:48,02/09/2020 10:40,31/08/2020 22:00,05/09/2020 22:00,06/09/2020 09:00,closed,ok
1881f8285bca47109f1eceae3b19797f,4fdde83fbdb64115990e8f1b47ee5e1d,01/09/2020 05:27,03/09/2020 08:02,31/08/2020 22:00,05/09/2020 22:00,06/09/2020 09:00,closed,ok
190e540b3799499d992c330d10736608,dfe8ef8cb8594429bfe8e75b450da05c,05/09/2020 06:10,10/09/2020 08:00,04/09/2020 22:00,09/09/2020 22:00,10/09/2020 09:00,closed,ok
19c46e3f37ae44e38edc5fecb97656cc,c541420e15da46d9914ebd42bd516f2e,02/09/2020 05:34,08/09/2020 09:30,01/09/2020 22:00,06/09/2020 22:00,07/09/2020 09:00,closed,default
19dd82ecdcc94aaf9638a3b88d0171e2,43cb1b85d7de451b9dc4cafad6c25b22,10/06/2020 09:08,15/06/2020 08:50,09/06/2020 22:00,14/06/2020 22:00,15/06/2020 09:00,closed,ok
1a1e0e5373fb4f3aa1d4dfc7c8f0ea7d,e752568e42dd4209b95aa458e253f873,18/11/2020 10:47,21/11/2020 09:43,17/11/2020 22:00,22/11/2020 22:00,23/11/2020 09:00,closed,ok
1a1f1c6074054131bbee124f15c99089,c4169fe7d4874332b56f939a20838e9e,15/11/2020 16:55,19/11/2020 12:12,14/11/2020 22:00,19/11/2020 22:00,20/11/2020 09:00,closed,ok
1a2c0e4f580741499c84a8f8d1d804db,763c0b171faf4de2a6139dc63ce55847,29/08/2020 05:39,02/09/2020 10:20,28/08/2020 22:00,02/09/2020 22:00,03/09/2020 09:00,closed,ok
1a5e943ccdc54fde85673ed3a7f14d56,c872a5e2cad14b3389b18b54d785f181,09/08/2020 07:11,10/08/2020 09:40,08/08/2020 22:00,13/08/2020 22:00,14/08/2020 09:00,closed,ok
1adee18073094dcd8568fe0a21c0cad8,c3bec15343ad4996bc269df348bf1c88,16/11/2020 15:34,20/11/2020 04:50,15/11/2020 22:00,20/11/2020 22:00,21/11/2020 09:00,closed,ok
1b4dac2222f94f738b5d299bb7fef05b,55a41b2bc029482c80bfaedebc44f6cd,29/10/2020 06:29,29/10/2020 08:40,28/10/2020 22:00,02/11/2020 22:00,03/11/2020 09:00,closed,ok
1b6689cfec7b4cbabc3073635d29486b,126881741e4a480e9d19d591f183d184,12/10/2020 06:42,17/10/2020 06:00,11/10/2020 22:00,16/10/2020 22:00,17/10/2020 09:00,closed,ok
1b9f19cd3d76428ab0534b05d6df316c,064d6aec0d5b47b8927b6b0b279ea912,08/11/2020 06:39,13/11/2020 10:01,07/11/2020 22:00,12/11/2020 22:00,13/11/2020 09:00,closed,delinquent
1c29e7146f2041918fe3bfe6eb8f89f3,377c1587f47645af99eeb2883945e402,07/11/2020 09:18,10/11/2020 07:12,06/11/2020 22:00,11/11/2020 22:00,12/11/2020 09:00,closed,ok
1c89a68c8b3d4772a52c7df12735238b,36e91c617d0f45e7bf5bdd25b7076403,23/08/2020 09:24,28/08/2020 09:05,22/08/2020 22:00,27/08/2020 22:00,28/08/2020 09:00,closed,ok
1cc2354216374170808d21e1334067dc,f0955461085546828a19291912403715,21/11/2020 06:57,24/11/2020 06:01,20/11/2020 22:00,25/11/2020 22:00,26/11/2020 09:00,closed,ok
1d3db4b880d14ce893161c935585a3ab,b87e85fea5764aa6966714155d47e4f5,24/10/2020 08:21,25/10/2020 16:50,23/10/2020 22:00,28/10/2020 22:00,29/10/2020 09:00,closed,ok
1d41b25823ae45e0a24e84fc2cf518ff,42ac2fdb096b460c8c804f964edc85db,09/11/2020 11:44,14/11/2020 08:25,08/11/2020 22:00,13/11/2020 22:00,14/11/2020 09:00,closed,ok
1dcd6d936e5844d2b33983624d40175c,bca8d120f0314aaa8595154cf38964e9,05/10/2020 20:30,09/10/2020 06:00,04/10/2020 22:00,09/10/2020 22:00,10/10/2020 09:00,closed,ok
1e0f00e5db1e4b12b0fb53b34407f3b1,ebdeb0edd190461da9be2cad2c9da187,31/08/2020 06:53,03/09/2020 13:00,30/08/2020 22:00,04/09/2020 22:00,05/09/2020 09:00,closed,ok
1e1e7ae00c754fbab296be35ad3caa4d,b87e85fea5764aa6966714155d47e4f5,02/11/2020 06:12,03/11/2020 06:00,01/11/2020 22:00,06/11/2020 22:00,07/11/2020 09:00,closed,ok
1e45e872fb2d4b149855acbfe466146a,589a40f1201441dd89a9974a2cdb05d0,24/10/2020 15:30,27/10/2020 12:20,23/10/2020 22:00,28/10/2020 22:00,29/10/2020 09:00,closed,ok
1e687f3ac3634558aaa9cc05f5cb1ee0,93736c5a271e4f0eb8f9383ee8204535,27/06/2020 09:43,29/06/2020 07:10,26/06/2020 22:00,01/07/2020 22:00,02/07/2020 09:00,closed,ok
1e9874461f144d7abd5fc5dfed1068b6,cc6d4e23a95c42749f10b778c56d18aa,18/10/2020 11:35,21/10/2020 14:41,17/10/2020 22:00,22/10/2020 22:00,23/10/2020 09:00,closed,ok
1e9f7b8f1bc94209bef89b8dcdd3f5c5,126881741e4a480e9d19d591f183d184,05/10/2020 12:20,09/10/2020 12:01,04/10/2020 22:00,09/10/2020 22:00,10/10/2020 09:00,closed,ok
1ed0d60cfcb442c88884eb183b9044f3,c5639db24620481aad62341a3eb058c2,16/08/2020 09:43,20/08/2020 07:20,15/08/2020 22:00,20/08/2020 22:00,21/08/2020 09:00,closed,ok
1f19ff1e8ac846bdafd3b9d9727b9f09,e1dfae4aa49449e98c2a7c1d368808f4,13/11/2020 15:47,18/11/2020 08:50,12/11/2020 22:00,17/11/2020 22:00,18/11/2020 09:00,closed,ok
1f47fbf4357e4cd9a85ee8a710b5221d,32d37ea8c4f1426fb8a03c032a6fa401,13/08/2020 07:17,18/08/2020 12:40,12/08/2020 22:00,17/08/2020 22:00,18/08/2020 09:00,closed,delinquent
1f4ff28bd96f4405a0c4d0d76cb81bc4,99ef53a206244dca851c88c197191923,29/06/2020 15:15,02/07/2020 09:34,28/06/2020 22:00,03/07/2020 22:00,04/07/2020 09:00,closed,ok
1f6216d387e444389bbfda94463cc2b0,69ac7a1e1ed7451f8285d8c75798026b,20/10/2020 05:50,24/10/2020 07:10,19/10/2020 22:00,24/10/2020 22:00,25/10/2020 09:00,closed,ok
1fa6c205c95744babdda7a48430e5c1a,aba9cbd014684b1cbb4fa0a8d5d8d613,13/05/2020 08:27,14/05/2020 11:50,12/05/2020 22:00,17/05/2020 22:00,18/05/2020 09:00,closed,ok
1fe71dcb8f4043f5b5f22e5380ae20c8,c85135ac5f424cd0b0ca9e886318ae6a,05/07/2020 08:00,06/07/2020 08:50,04/07/2020 22:00,09/07/2020 22:00,10/07/2020 09:00,closed,ok
209996a26458475da9e163e06b2afabc,de96e7a6ebcc47f79e6cfb9feec1eca3,18/11/2020 17:28,21/11/2020 17:20,17/11/2020 22:00,22/11/2020 22:00,23/11/2020 09:00,closed,ok
20b516c8a9bd497099e3efb103ec47a3,589a40f1201441dd89a9974a2cdb05d0,07/11/2020 08:42,11/11/2020 09:01,06/11/2020 22:00,11/11/2020 22:00,12/11/2020 09:00,closed,ok
