id,merchant_id,offer_id,valid_from,valid_until
01537af702674ab5ab0b91dbc21cf7bc,06173004e2f54664b729cbca627c4348,3d748fe9807d4083ad0aa689aba30810,"2020-09-01 08:34:46","2020-09-14 01:06:23"
01570bd9750243c5a1cc339df5f4dafe,3b5981e5000147b4a7fb5f34861d2237,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-11-23 01:08:07",NULL
01598bfffcdd453b98310c10c79a37c9,ff3292cd7bd444dfb9891caa97c5740c,3d748fe9807d4083ad0aa689aba30810,"2020-10-26 01:07:01",NULL
016de8a4473e47b2a761c44a24de0144,50cace932c0d4f919b87ca70544ed3bb,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-07-07 01:04:36","2020-08-03 01:05:27"
019651329eb74fb38c118be0b45b2628,225ca97d238e45f281c0b8d7160cf80d,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-09-28 01:06:33","2020-10-05 08:54:52"
019c5ab295b64833b71357c0da294b9e,8181180adce342da8a56aa70797e64b4,a464b0475e6e47118d617a28b31271c2,"2020-10-26 01:07:01","2020-11-09 01:07:39"
019faa162cc443aba700bbd1e769a20e,1f243f130c46463eb089537b572def28,615bafb069c744e5b33595f04dbf2ecd,"2020-11-09 01:07:38","2020-11-16 01:07:37"
01aed31d84f2438581c938e30b6e54ee,5d687ca9f5954d769f869b5479e1803e,aac4be1f0db94feebb5caed0a85aa337,"2020-10-05 11:23:00","2020-10-12 01:07:07"
01b83e3014d74d64b59c5cfad8049c01,c74252ccffb24847a84318636781ce24,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
01c2ef7734454b30a83f8322f3552c40,065d13d0cfbf4df4b99258ffa25f9a65,3d748fe9807d4083ad0aa689aba30810,"2020-10-05 11:23:00",NULL
01c621bf5f08407f8c10ac2f0ee15999,dbc49cc6325240e3a87cea7d57ff1d14,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
01d18a6a9d0e4a06ae474a8d54322489,f1cf5560ef574725bc558982cdd0592a,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-10-05 11:23:00","2020-11-02 01:07:21"
01d212c9001b4031b3e5f09ef5b72c99,750264e2a9b24671ad9e3e33086864d8,615bafb069c744e5b33595f04dbf2ecd,"2020-09-01 08:34:46","2020-09-05 01:05:09"
01f0f64fee9847f1ac455c85bc8bccae,36418871a5d84de8ba7e31fe02f9f375,04290db4c1554fa7a3b254823475685c,"2020-10-05 11:23:00","2020-10-15 01:06:55"
01f2ddda68a84798b4787a12db9271d5,980f961f6e494b9699ecc611ce977e95,aac4be1f0db94feebb5caed0a85aa337,"2020-09-28 01:06:33","2020-10-05 08:54:52"
01f79788c435458eaf2a0e0c0eb88460,3d047bcaed61440da7692cdd11ae591c,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-11-23 01:08:08",NULL
021ef3fd70ee4a05bcc276cab55c57c5,9ee35356e7c545b28edfd44ed81af3ac,a464b0475e6e47118d617a28b31271c2,"2020-10-05 11:23:00","2020-10-12 01:07:07"
022eef96dd304c29b9aa7bed515fdcc3,bca3a5bc2a3846669b3bf54e8a72bc53,3d748fe9807d4083ad0aa689aba30810,"2020-08-10 01:05:33","2020-08-20 01:05:21"
0253cdb7bdd9448ca9a671af375a2e4d,500a70aed605442886a25563e7624540,615bafb069c744e5b33595f04dbf2ecd,"2020-09-14 01:06:23","2020-09-21 12:36:46"
025fe401ee654d0bab6a5318f2723cec,b52294f78ca046a48354c69023e3e784,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-07-21 01:04:45","2020-09-21 12:36:46"
02663ef21df74cf9b8633ba8048baaec,947ae1cfaad64501b04f1d6e52b202c2,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-09-01 08:34:46","2020-09-21 12:36:46"
02a39f3918e44dea96568898f245f278,552b0570db804e72b50df40da48e4be5,615bafb069c744e5b33595f04dbf2ecd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
02b3d05304ca41af80251612e9ae888b,24c1f05825834421be19835dbddf62e5,99f1cd87289548a286d990efe80d7d54,"2020-08-31 01:06:06","2020-08-31 09:05:17"
02b998edf85e4e279cb080cb0e786725,1f746f96e4984390aed0697754ba3b9d,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-08-22 01:05:24","2020-08-31 09:05:17"
02ba61f1602f4869bd57c8be9ab15b90,c1d590cb61da45a9b497990351584ea3,99f1cd87289548a286d990efe80d7d54,"2020-09-22 01:06:01","2020-09-28 01:06:33"
031a27f530284fb09e13c4faaa4a63c7,0b6e0be3dcd9474eace332dd6dc0ac7e,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-10-05 11:23:00",NULL
03263dcd525f4aeaa0fc84b9f54adeb7,9d995c9b44694f24bc1cc7ab6b211e9b,8e14fa493fcb4774b0e954bc191b74bd,"2020-08-25 01:05:29","2020-08-31 09:05:17"
0326951ea5f143299e0ff25fa902a490,cf267da840634eb382b44d95d6623be4,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-10-26 01:07:01",NULL
0329bfbeec81478894656e8349f3c393,3b41092a452f4414a151524acac03cff,3d748fe9807d4083ad0aa689aba30810,"2020-10-05 11:23:00",NULL
0331468ff28c4f2eb58a66d0174ae92e,77982336cebf4286b30f944ee5a785f8,615bafb069c744e5b33595f04dbf2ecd,"2020-06-29 01:05:32","2020-07-13 01:04:47"
033dbdeead624b2c8c73d2562f5f5668,b09d667d963e4de3aa87501cd44b6d8a,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
0342bba7cd1b4977a52be5b48dfbf5bd,940e81a35098426d9c68e0c2b7b34005,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
035e6e5b1ece428e8127acc1c075a691,87f13c71ceb14a22adef21a78c3632be,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-11-23 01:08:08",NULL
039ff2d3ba324f61b9b36b2c4a3a674f,dbc49cc6325240e3a87cea7d57ff1d14,c1133bc423a044a89b4414accfdeb249,"2020-09-22 01:06:01","2020-10-05 08:54:52"
03d10a092fba4e20a6ced680a017e96d,5dc039dbe04a4065ba325993786837c8,a464b0475e6e47118d617a28b31271c2,"2020-07-27 01:05:14","2020-08-10 01:05:33"
03dd6a99ea9049f6aec464304df298ba,0e7e5806161844ba8105a9b26f467475,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-06-29 01:05:32","2020-08-31 09:05:17"
03ecca1052e34910a863b7f60f4869ed,065d13d0cfbf4df4b99258ffa25f9a65,615bafb069c744e5b33595f04dbf2ecd,"2020-10-05 11:23:00","2020-11-05 01:06:50"
03f2778f97a441cfb7a5d47f61754a81,8c1ccbef10fa404b9f7cc7782218cf0a,a464b0475e6e47118d617a28b31271c2,"2020-08-31 09:05:17","2020-09-01 08:34:46"
03f8627fdaa74b1c994a9e545927d5a4,7ac0ed35716e4468ba6b7ead88ecfd5c,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-11-23 01:08:08",NULL
04157bdc87ad4e668b52035884d09815,6020b174684c4f2e96fe007892884342,aac4be1f0db94feebb5caed0a85aa337,"2020-09-14 01:06:23","2020-09-21 12:36:46"
043587aee5cc4e92aaf2e8e3eab1f8f9,24c1f05825834421be19835dbddf62e5,a464b0475e6e47118d617a28b31271c2,"2020-09-14 01:06:23","2020-09-21 12:36:46"
044c2845f441417790a0d5c37de6fef0,610c14f1390343ee91708cabbb1192dd,99f1cd87289548a286d990efe80d7d54,"2020-11-02 01:07:21","2020-11-09 01:07:38"
0455f8ddeac7437fa4ad2c3c068423e2,0a8afd3da40a4d39a44c919f1a7753d4,a464b0475e6e47118d617a28b31271c2,"2020-07-27 01:05:14","2020-08-03 01:05:27"
046270fd182a4d218b83fc57df3e275d,0183c99111ce46b9b10d17c98843c2f0,aac4be1f0db94feebb5caed0a85aa337,"2020-08-03 01:05:27","2020-08-10 01:05:33"
04751d1afd364ee3b77ac1ac5f34f004,d61898f95f274288873ab1c4b4146717,3d748fe9807d4083ad0aa689aba30810,"2020-08-24 01:05:45","2020-08-31 09:05:17"
04760bc8e32a4686a53d51774e8cd8fb,3ef69167961c425c852bac73aab030f2,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-10-05 11:23:00",NULL
047fb988ef6a444f9eef0afa8e80a37e,5f5e94a3123d40b28ce87569c729d10e,c1133bc423a044a89b4414accfdeb249,"2020-11-12 01:06:56","2020-11-26 01:07:33"
048024e0a1e349e99a701952310323d5,5911724549704f858d8ecbe1606ac613,a464b0475e6e47118d617a28b31271c2,"2020-11-16 01:07:37","2020-11-22 01:07:09"
0492046cf15940558473788aaebaa9b2,febdf7c2222b47b09475b97785a8c08f,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
04ac79c38f2c4e08a7b45a12801e9060,f6e875f3a3724c4b8aa51f0851da8289,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-10-05 11:23:00","2020-10-12 01:07:07"
04bae3a7df184913831053c6cbb9aeb6,ab6757ab9f134245be4993e1c608c837,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
04e84e969c494790bfa0124044555a83,60510a9f65a84af7bbf42ddeeec5d906,3d748fe9807d4083ad0aa689aba30810,"2020-10-05 11:23:00","2020-10-12 01:07:07"
04f1dc66e0414dff8c7b1e066a8ff050,388bb0c09b55423c864786899376be89,615bafb069c744e5b33595f04dbf2ecd,"2020-10-05 11:23:00","2020-10-26 01:07:01"
050c63c6e13e4e72a9783ae53f86a7eb,254552d00fad424c88f350445052ce9a,3d748fe9807d4083ad0aa689aba30810,"2020-11-02 01:07:22",NULL
053ad4f85531472685b29f4c12c90ff3,55e47faa2eeb43569f45f51d0ecc5f51,8e14fa493fcb4774b0e954bc191b74bd,"2020-07-25 01:05:02","2020-08-20 01:05:21"
054f9def41d3410bb871d5cb1582b89b,a7d997d93a714fa2a7ec9388c9fc2cd4,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-10-05 11:23:00",NULL
054fd61d7f764b579486eb444fd3f2ad,0b6e0be3dcd9474eace332dd6dc0ac7e,615bafb069c744e5b33595f04dbf2ecd,"2020-07-20 01:04:58","2020-08-20 01:05:21"
055b043ddba04af789b780ab291e32c2,ab147b1f466a48b8b5b53c01534deab0,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-11-08 01:07:03",NULL
0567c47e76fc4a7a815fb19b0d86d56c,d7b4a2317d334568957518a6696e59cf,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-08-20 01:05:21","2020-08-24 01:05:45"
059bfa9e709e4408a76b2b70fcd5574e,397454beef294ce697dfdbbdde0649bb,615bafb069c744e5b33595f04dbf2ecd,"2020-06-22 01:05:00","2020-08-10 01:05:33"
05a1024ed9e94dbbaa0c55cfaad42169,d5d5c793be1b4c4c8a871651dba5079e,3d748fe9807d4083ad0aa689aba30810,"2020-10-05 11:23:00","2020-10-12 01:07:07"
05a448497b6d40819f35c23a1ab59db5,9b3c41aad63644d184bb0ab6a03fb6c4,3d748fe9807d4083ad0aa689aba30810,"2020-08-26 01:05:36","2020-08-31 09:05:17"
05aa59b3be4e4882bfd6503f6fc71cd7,3624e87e285f4bd8adad7dcaaedac265,615bafb069c744e5b33595f04dbf2ecd,"2020-10-05 11:23:00","2020-10-20 11:06:18"
05cdf80e4c83402ebab45d0919d196f4,a7fc6fa1f3974c538ed995b708d80153,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-07-08 01:04:38","2020-09-21 12:36:46"
06161f1f759f4ed6bc394d45dc41b72d,93ab5a4da18c49c4a7feb21f52025561,615bafb069c744e5b33595f04dbf2ecd,"2020-11-16 01:07:37",NULL
0625bf20ac7549c3b09fad308d0d6cbf,8e44177357b34d7b95feecc44eb396c6,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-08-31 01:06:06","2020-08-31 09:05:17"
062946d0311d4904855702ee1a190b32,7b0d6876237e4b23abd21bcb2ffbaa11,3d748fe9807d4083ad0aa689aba30810,"2020-11-16 01:07:37",NULL
064d6aec0d5b47b8927b6b0b279ea912,36418871a5d84de8ba7e31fe02f9f375,bdc572309e544367b041e27acdbdc629,"2020-10-25 01:06:45",NULL
064d804253974e35b283198141cb623c,6a06519a82594a1bbcd9c80d9a051535,aac4be1f0db94feebb5caed0a85aa337,"2020-10-20 11:06:18","2020-10-26 01:07:01"
0651b4fef7fe4e0cbb146615645e3b59,bde0f61714b24dcaa2fc21a3204229ba,3d748fe9807d4083ad0aa689aba30810,"2020-09-22 01:06:01","2020-10-05 08:54:52"
065e91ac85394d24a5805f296aeb06d1,febdf7c2222b47b09475b97785a8c08f,3d748fe9807d4083ad0aa689aba30810,"2020-09-14 01:06:23","2020-09-21 12:36:46"
0664d6a11413454a81ce46742306526f,75bb9980d8aa46c1b25b8b5d288b7620,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-11-20 01:07:13",NULL
066e073213c140ada6a31d2539018436,6b9efe017e78422cb0aaf6d8d2a932fe,3d748fe9807d4083ad0aa689aba30810,"2020-10-05 11:23:00","2020-10-12 01:07:07"
0676e1859640406dadaf8c538db03e2f,77982336cebf4286b30f944ee5a785f8,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-08-24 01:05:45","2020-08-31 09:05:17"
069a9c9dcbd24250ae27cbe6caab4323,b594211aad804f0ea2fb6aca16456796,3d748fe9807d4083ad0aa689aba30810,"2020-08-24 01:05:45","2020-08-31 01:06:06"
06a0ed4c06f54fbeba251634c6eec6bf,2e5577f0bb10404dac0acdd0b1470d3d,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-10-05 11:23:00","2020-11-23 01:08:08"
06a7d0524bbf449c84c252409220cf68,bbf63274786e4b9fa3cee3bdd290663f,aac4be1f0db94feebb5caed0a85aa337,"2020-08-31 09:05:17","2020-09-01 08:34:46"
06ba0ad88fdf49599d0f64c9dd30c18e,67a7ae6bb436434e8e0483ac25db0eb8,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-09-28 01:06:33","2020-10-05 08:54:52"
06cf29ade49348d695033aaf54f2264a,4f51c269cf0b4bf78507b3f02f744326,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
06d903a1865e4ee1a614fe968d6a718a,7f9901310ded4e2e9bceb9b595c254de,8e14fa493fcb4774b0e954bc191b74bd,"2020-09-07 01:05:41","2020-09-14 01:06:23"
06e8653a10bf4ef18fec34e76cc67e8a,9d92cbf762fc431d97d980635d087d44,615bafb069c744e5b33595f04dbf2ecd,"2020-10-05 11:23:00","2020-10-12 01:07:07"
07047ab9fe9c4424ba1f708ceeb65224,ea167490c9a24e32bd745984c67d281a,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-11-23 01:08:08",NULL
070585c13fc7419b91aaff1c5f3fca13,0e7e5806161844ba8105a9b26f467475,615bafb069c744e5b33595f04dbf2ecd,"2020-06-29 01:05:32","2020-07-02 01:04:49"
071d9c3f9b944d319c54eb6aeec121e8,febdf7c2222b47b09475b97785a8c08f,615bafb069c744e5b33595f04dbf2ecd,"2020-09-14 01:06:23","2020-09-21 12:36:46"
075e7a0781ca4c8a99c7c1ddc8c289bd,36418871a5d84de8ba7e31fe02f9f375,3d748fe9807d4083ad0aa689aba30810,"2020-10-05 11:23:00",NULL
076bc2e9c3a2406b8f092c6c1c67194c,b63771bfa33545f884e57f6d998ae75e,615bafb069c744e5b33595f04dbf2ecd,"2020-11-16 01:07:38","2020-11-23 01:08:08"
078345cae0414400be4bfd135fbd3b76,e6e95119df044aa19f130fabb1cb67b6,615bafb069c744e5b33595f04dbf2ecd,"2020-08-31 01:06:06","2020-08-31 09:05:17"
07923376e05d4e1980343efb4ece9cdb,11def86bde4c45b6b223ae1a86e4c4a2,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-10-05 11:23:00","2020-10-20 11:06:18"
0799872184fc429bade1aa019a86f592,2e5577f0bb10404dac0acdd0b1470d3d,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
079af8240ab446bf80dc2fbfda7d2503,bbf63274786e4b9fa3cee3bdd290663f,8e14fa493fcb4774b0e954bc191b74bd,"2020-08-31 09:05:17","2020-09-01 08:34:46"
07aa1fbf0f9142a6966a1154a46da162,06a5742bf60a49c7979d08e729e3399d,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-07-28 01:05:07","2020-08-24 01:05:45"
07af09bddc23400ba677771da81f0218,d2a7a55400dd4233b4b8d3ab643dc76c,3d748fe9807d4083ad0aa689aba30810,"2020-09-01 08:34:46","2020-09-21 12:36:46"
07b49d9ff4d04710a6eee8b8e3afb151,3fe9e0ffe17b4fb89379f3a066e947ed,8e14fa493fcb4774b0e954bc191b74bd,"2020-11-16 01:07:37","2020-11-23 01:08:07"
07ebe6d09b7741f7aab0b1ddb403b67d,8c4fe92d808a44d7a040c391414e41c9,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
08078501dc9b4558afada6eb7a48b7c7,d008f2ea54b74121b4dd78f6e106d90a,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
081bb4c896b2494294b5e8b5f5299b60,5ccbb392cc3741fd992c37543c0f1152,3d748fe9807d4083ad0aa689aba30810,"2020-11-08 01:07:03",NULL
0823f21f3e524ac481a92ba9445f57e5,0183c99111ce46b9b10d17c98843c2f0,3d748fe9807d4083ad0aa689aba30810,"2020-08-10 01:05:33","2020-08-31 09:05:17"
08358fc4f3364485a8042e948ae44d78,39a3cb6518d34469b1c4cb8621464e06,3d748fe9807d4083ad0aa689aba30810,"2020-09-22 01:06:01","2020-10-05 08:54:52"
08388e784dba4814ad819b6cf1ca326c,8c4fe92d808a44d7a040c391414e41c9,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
08473e2905514c1b9444d496621e11aa,264a5c4a06e243578fa51f7ec69ca283,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-07-04 01:04:35","2020-08-31 09:05:17"
0867faa932d54e8cb06bff723abe15f5,8754c6294ed54b218a9c05cd863943d2,8e14fa493fcb4774b0e954bc191b74bd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
0868b71861084d20b597a0fd4b5e61ec,6bc3b5fc0aa74f30ade7d40ef65106cf,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-10-05 11:23:00",NULL
0875e5a438c3441291acc45ecf4c38d6,fab6f4dbefff4749b1d7a9ba7ba20410,8e14fa493fcb4774b0e954bc191b74bd,"2020-11-09 01:07:38",NULL
0877c4af0d0547638b2ef93ae73a4f01,d812384df75c4e2e8b8e469fb6d0fd59,bdc572309e544367b041e27acdbdc629,"2020-10-06 08:54:13",NULL
08817aab7b8b4b9497ade4e53fcad8e9,81bf5a169e5c41478476102fc7fadd97,615bafb069c744e5b33595f04dbf2ecd,"2020-10-05 11:23:00","2020-10-20 11:06:18"
088e5305d86a44a6b2e2b027c9aa3a52,bca3a5bc2a3846669b3bf54e8a72bc53,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-10-05 11:23:00",NULL
08a450f4a5224cbe96ec5c56160473aa,f1cf5560ef574725bc558982cdd0592a,aac4be1f0db94feebb5caed0a85aa337,"2020-08-31 01:06:06","2020-08-31 09:05:17"
08aaa1c042ed4a70a52bef6e3e2259d9,4fc1b07a32524e2d8f53798385d5a5ea,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-14 01:06:23","2020-09-21 12:36:46"
08b01c4a7b3e461396c558f9c7c784b5,33ccfb15c7f24f7b9e085309ad47b52c,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
08beedef1da6443baa981bcbecff2390,42ea5ec094784f2fba5bf91b26909c49,aac4be1f0db94feebb5caed0a85aa337,"2020-08-25 01:05:29","2020-08-31 09:05:17"
08d0eca5ec1b4d4ea7d1fb96743ffc33,0bb3045c3283494bb9a734d14f9b4578,8e14fa493fcb4774b0e954bc191b74bd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
08d5b6558e584393a0a502b8dc1d5f4b,d6bfb32ee8d44bee80537e62579521d3,615bafb069c744e5b33595f04dbf2ecd,"2020-10-05 11:23:00",NULL
08e5e48c886b4d5dafc3a68961895c2e,511947800d1e46028f4aa88f11b48279,aac4be1f0db94feebb5caed0a85aa337,"2020-10-05 11:23:00","2020-10-12 01:07:07"
08f01da9469843c7b228c607f8a993d3,3035b8c6e86445dc8bc788d4dfae5d00,8e14fa493fcb4774b0e954bc191b74bd,"2020-10-12 01:07:07","2020-10-20 11:06:18"
08ffd83c87564f8aa4a234bc95b15797,d24c0056963d44deb92134a4cc89b3f1,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-01 08:34:46","2020-09-21 12:36:46"
090f076e420148529c374d2e3de7cd35,8e9fdd183be34ffdb630d962361ef445,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-11-16 01:07:38",NULL
0910ed47b139427c921af374838c5d9a,f20cdccd212d4410a02237eb325a2ff5,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-10-05 11:23:00","2020-10-20 11:06:18"
0915401f6c8c42c1b42ae45411551225,2b51dd19524145d9876490f93472b55f,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-11-23 01:08:08",NULL
09261f0478f243ab9dbd361a850d2c2e,cf583e18df804089ae2666d6d70d3570,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-10-05 11:23:00","2020-10-20 11:06:18"
092916c046084bbea0b18083ca6b2e00,4b6019c1caa548e5b8bc4be0f0ee5e4e,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-10-05 11:23:00",NULL
09499d7b55f14555b6cd8bb24bb50c1f,8c4fe92d808a44d7a040c391414e41c9,f9377ec7769f45e8b802ec7a7e812378,"2020-09-29 01:06:18","2020-10-05 08:54:52"
094c16cc2106468e89b6d31c3d89fbd2,3ef69167961c425c852bac73aab030f2,c1133bc423a044a89b4414accfdeb249,"2020-09-30 01:06:12","2020-10-05 08:54:52"
094d25870e3d4a7bbf5744cb30d56947,83586bc3d6244f09aa4ec25e651bfccc,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
09561d02df9b4431a179e5a43bad5464,bca3a5bc2a3846669b3bf54e8a72bc53,41d40ece0b3b4bf0b59ecf474c074bfd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
096187acd3ea44d293551ff4984a1fe5,e331e804730749c388effcc58d5bd04b,f9377ec7769f45e8b802ec7a7e812378,"2020-11-25 01:06:59",NULL
09a3406c042c4df68050c0915b90e3bf,7e6533b291c1487f91f49f3763fba003,615bafb069c744e5b33595f04dbf2ecd,"2020-10-05 11:23:00",NULL
09be71c6b89044a58572bb5e52e51e73,93b8d11d73304f99af3a11c2af7c6f4c,aac4be1f0db94feebb5caed0a85aa337,"2020-10-05 11:23:00","2020-10-12 01:07:07"
09cbcc1be8c242a2b359d16bcf52a05c,3f556e6e42af4393ad2c3676fec34d7a,aac4be1f0db94feebb5caed0a85aa337,"2020-11-16 01:07:38","2020-11-23 01:08:08"
09d617096c8f433b9afee87cae288ba2,b88852406ba8468a8b5d24bb8307e0ea,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-10-05 11:23:00",NULL
09f4824df8d747849921cf73fa8c1b77,bf844f4313e9488ca325b66ee3f3806f,8ca2a740bdac4c75bcdeea0df8b230bd,"2020-09-22 01:06:01","2020-10-05 08:54:52"
09f8bbdd102244278829dd114b5ab989,6a06519a82594a1bbcd9c80d9a051535,8e14fa493fcb4774b0e954bc191b74bd,"2020-09-14 01:06:23","2020-09-21 12:36:46"
